"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","latitude","longitude"
0.0935022839900439,0.0691611516822424,0.135898113889653,0.345016003545535,0.643416647563565,0.647832170219749,0.58401411282847,0.823064843773582,0.673375918954639,0.702716013976006,0.579256495188109,0.558400049740105,0.515387352107961,0.42123636632035,0.427155156583142,0.383009861387386,0.489558135824018,0.0861994218053809,0.0861994218053809,0.0861994218053809,0.0861994218053809,0.0861994218053809,0.0861994218053809,0.0861994218053809,0.0861994218053809,0.0861994218053809,0.0861994218053809,0.0861994218053809,0.0861994218053809,0.145241982246079,0.116039059996845,0.38934383032545,0.141072856511632,0.318892062212553,0.317905794836852,0.324184535687757,0.387729224969605,0.440155790675221,0.27841239274939,0.300561988082247,0.321387072630833,0.360049577373684,0.298508093063514,0.324752810271257,0.234514110821894,0.233976051394915,0.0977213122009223,0.0977213122009223,0.0977213122009223,0.0977213122009223,0.0977213122009223,0.0977213122009223,0.0977213122009223,0.0977213122009223,0.0977213122009223,0.0977213122009223,0.0977213122009223,0.0977213122009223,0.215958765886868,0.304124628064118,0.383957719529747,0.167181869483844,0.434450601936223,0.265500221710173,0.289137321880123,0.180459502293313,0.266599392245522,0.0933668035288729,0.123071303186887,0.25930773822998,0.117471032476089,0.0715758600733794,0.13087326335762,0.109361727706546,0.0640939441825713,0.0750244299072935,0.0750244299072935,0.0750244299072935,0.0750244299072935,0.0750244299072935,0.0750244299072935,0.0750244299072935,0.0750244299072935,0.0750244299072935,0.0750244299072935,0.0750244299072935,0.0750244299072935,0.442400863731951,0.468969992926426,0.769465890916865,0.149083298943209,0.275783774940159,0.357548607302623,0.294498794736812,0.287027386583861,0.2131114457775,0.129201123275344,0.18276548284882,0.195445766690953,0.18605681152017,0.187190690128869,0.111380817185119,0.0885392086711387,0.123636009793098,0.116812889941438,0.116812889941438,0.116812889941438,0.116812889941438,0.116812889941438,0.116812889941438,0.116812889941438,0.116812889941438,0.116812889941438,0.116812889941438,0.116812889941438,0.116812889941438,0.55523449655479,0.299941146796704
0.0992343669346288,0.19479866289096,0.132950852182414,0.194947284206247,0.348113928252455,0.649884569736083,0.365685404859628,0.221097286694486,0.310735132292524,0.574237267630629,0.629109272102275,0.655196113252759,0.574889183393509,0.574986150878668,0.638402254658061,0.62088579116082,0.682727777326378,0.0037854492571347,0.0037854492571347,0.0037854492571347,0.0037854492571347,0.0037854492571347,0.0037854492571347,0.0037854492571347,0.0037854492571347,0.0037854492571347,0.0037854492571347,0.0037854492571347,0.0037854492571347,0.0418908515165392,0.0807271378826346,0.0949478692080676,0.0849958612860239,0.487046756042999,0.294566988232039,0.428685829291373,0.71536368700328,0.563260756796732,0.575112823013308,0.584665858319527,0.420266594029251,0.525464282532015,0.790470229424313,0.989728352203992,0.614492423868131,0.454866942166639,0.00511249441017022,0.00511249441017022,0.00511249441017022,0.00511249441017022,0.00511249441017022,0.00511249441017022,0.00511249441017022,0.00511249441017022,0.00511249441017022,0.00511249441017022,0.00511249441017022,0.00511249441017022,0.0641541031274565,0.5373644517887,0.595057478705386,0.365485939696422,0.916523606604023,0.353151579391788,0.567879974573349,0.567845195237745,0.436473636698582,0.575703776852772,0.485771256211833,0.396585224355313,0.402866670868016,0.461848424559734,0.805897809926639,0.407538289197293,0.371198884462305,0.00641474803350528,0.00641474803350528,0.00641474803350528,0.00641474803350528,0.00641474803350528,0.00641474803350528,0.00641474803350528,0.00641474803350528,0.00641474803350528,0.00641474803350528,0.00641474803350528,0.00641474803350528,0.0697506293760456,0.325205124438984,0.476800414096722,0.189286474746053,0.453251608232773,0.32661411176426,0.704581893433757,0.534194753418552,0.598962070149871,0.668439326999799,0.767947537566732,0.439224713355427,0.540249610938157,0.808418690662818,0.768724280584922,0.618008524489258,0.472571293041708,0.00900286862213225,0.00900286862213225,0.00900286862213225,0.00900286862213225,0.00900286862213225,0.00900286862213225,0.00900286862213225,0.00900286862213225,0.00900286862213225,0.00900286862213225,0.00900286862213225,0.00900286862213225,0.323738608579684,0.822179250042038
0.102967445780193,0.0587320422726918,0.0464550983513163,0.426393144569642,0.760983048269171,0.648674166157628,0.599566033376782,0.666209065774028,0.686757118407868,0.679975096819665,0.489471573373088,0.588804122016203,0.52231844077901,0.361068088208793,0.321980886437838,0.325516952634811,0.517759832718722,0.118213256988398,0.118213256988398,0.118213256988398,0.118213256988398,0.118213256988398,0.118213256988398,0.118213256988398,0.118213256988398,0.118213256988398,0.118213256988398,0.118213256988398,0.118213256988398,0.13289094469139,0.108548964416015,0.166514657482082,0.184003645492533,0.264975254656415,0.258646786993253,0.219538678424668,0.368108990993898,0.424076220151634,0.346607941308704,0.320141541611962,0.282604655376892,0.424369470161277,0.44184679802633,0.348989718991735,0.299583033209123,0.269902799277878,0.178644401521849,0.178644401521849,0.178644401521849,0.178644401521849,0.178644401521849,0.178644401521849,0.178644401521849,0.178644401521849,0.178644401521849,0.178644401521849,0.178644401521849,0.178644401521849,0.0461081039488654,0.102852259139625,0.106127400516564,0.152371640320244,0.0766703137385083,0.0897328643725714,0.0703812885402975,0.0875401198610368,0.107169061253443,0.0556142396952562,0.055570746903355,0.0923897186390333,0.0821392755266901,0.0726621658883436,0.0808093703124501,0.0781978459779036,0.0612494726873782,0.0660996165878865,0.0660996165878865,0.0660996165878865,0.0660996165878865,0.0660996165878865,0.0660996165878865,0.0660996165878865,0.0660996165878865,0.0660996165878865,0.0660996165878865,0.0660996165878865,0.0660996165878865,0.0704481774487738,0.228256440732235,0.342255747412478,0.170929988030655,0.268523369681642,0.274870514534887,0.122937596487922,0.114130876424858,0.171802292783361,0.0842649954134443,0.11045671707565,0.0290258333345904,0.136447096080444,0.129382550096406,0.0515047244169268,0.0759562890312983,0.0802558829273473,0.149673586357408,0.149673586357408,0.149673586357408,0.149673586357408,0.149673586357408,0.149673586357408,0.149673586357408,0.149673586357408,0.149673586357408,0.149673586357408,0.149673586357408,0.149673586357408,0.37830629028673,0.527829157558433
0.0904789350168229,0.089506655699014,0.0521470575246787,0.34549438851264,0.624069308347711,0.719845125613101,0.65055119322995,0.704041235417834,0.438187127045828,0.756927006297011,0.400706150202284,0.576355880917077,0.681126512696404,0.364643458248285,0.401623918241583,0.403070110586394,0.536554111401421,0.076249191403458,0.076249191403458,0.076249191403458,0.076249191403458,0.076249191403458,0.076249191403458,0.076249191403458,0.076249191403458,0.076249191403458,0.076249191403458,0.076249191403458,0.076249191403458,0.114010894781405,0.120921559602439,0.0862499829999048,0.126315065116425,0.350903466274247,0.367440225215302,0.395180701633663,0.667751490996468,0.63347595282955,0.515921791808169,0.464810026571728,0.360855692763865,0.417903593639328,0.314490795855224,0.328798768218162,0.289268468365391,0.476448541400329,0.0801928138592109,0.0801928138592109,0.0801928138592109,0.0801928138592109,0.0801928138592109,0.0801928138592109,0.0801928138592109,0.0801928138592109,0.0801928138592109,0.0801928138592109,0.0801928138592109,0.0801928138592109,0.104767481367829,0.189767828240168,0.210536110431023,0.0619792088581893,0.229298407257108,0.280963193877448,0.414879039468059,0.342487413891425,0.294208880746592,0.244136251531465,0.18653113951591,0.192024856970913,0.216353223748375,0.0481833398407084,0.151127233518755,0.16319734074483,0.306796034029885,0.0638684132580348,0.0638684132580348,0.0638684132580348,0.0638684132580348,0.0638684132580348,0.0638684132580348,0.0638684132580348,0.0638684132580348,0.0638684132580348,0.0638684132580348,0.0638684132580348,0.0638684132580348,0.243509516847128,0.336082358284225,0.419416594969177,0.173602799066275,0.381283926919627,0.535560051397106,0.465488390795582,0.57973373709963,0.324110753242479,0.206102170295239,0.275836941617224,0.0895456376173014,0.201655830900918,0.109272278562392,0.138090174833804,0.143038563259357,0.341229288582561,0.0873283656987873,0.0873283656987873,0.0873283656987873,0.0873283656987873,0.0873283656987873,0.0873283656987873,0.0873283656987873,0.0873283656987873,0.0873283656987873,0.0873283656987873,0.0873283656987873,0.0873283656987873,0.217270504556568,0.171557087607197
0.0368526210593126,0.175645776305803,0.233117703675807,0.241940273467449,0.837081688393026,0.81605238547389,0.468120923095353,0.501806675823438,0.657385022126849,0.70383536226484,0.526168180557795,0.42721312324205,0.37889459356069,0.434179906269618,0.365146260890072,0.39668210925204,0.472977827986526,0.0697598648778127,0.0697598648778127,0.0697598648778127,0.0697598648778127,0.0697598648778127,0.0697598648778127,0.0697598648778127,0.0697598648778127,0.0697598648778127,0.0697598648778127,0.0697598648778127,0.0697598648778127,0.0190391147634534,0.0691619676809536,0.353374178895402,0.166067352493973,0.182505917678816,0.213756781818834,0.189335577657681,0.328736201281183,0.216448640842639,0.0787283003535408,0.155348307971058,0.10933692803359,0.113555838265494,0.0868903504603977,0.0872662554673172,0.104918049838388,0.0739943105325808,0.0547765101363347,0.0547765101363347,0.0547765101363347,0.0547765101363347,0.0547765101363347,0.0547765101363347,0.0547765101363347,0.0547765101363347,0.0547765101363347,0.0547765101363347,0.0547765101363347,0.0547765101363347,0.0504839707258911,0.709948850609674,0.719078212023111,0.5961192362243,0.820052233295169,0.600860704580409,0.345826689827087,0.185876969258058,0.215508543287195,0.211880435449807,0.274830395332163,0.283530062475111,0.0987849253169705,0.0623022410848344,0.145524389183114,0.182996477954958,0.218119306351016,0.0467159927895877,0.0467159927895877,0.0467159927895877,0.0467159927895877,0.0467159927895877,0.0467159927895877,0.0467159927895877,0.0467159927895877,0.0467159927895877,0.0467159927895877,0.0467159927895877,0.0467159927895877,0.0445992087384889,0.333261071434498,0.890331268409754,0.209321818834404,0.417311405245111,0.384787010487853,0.280834887808795,0.336368147197809,0.277819368664878,0.174647770197938,0.263298938247886,0.165112100994224,0.195406251209981,0.199223671108548,0.15585755755145,0.230827124211241,0.175138593900267,0.158001264631742,0.158001264631742,0.158001264631742,0.158001264631742,0.158001264631742,0.158001264631742,0.158001264631742,0.158001264631742,0.158001264631742,0.158001264631742,0.158001264631742,0.158001264631742,0,1
0.0952915143657167,0.0954403066482211,0.0850151285453199,0.428214220722692,0.686456950784939,0.684626676815774,0.592033296919878,0.548907164931927,0.458497437051397,0.549025937978403,0.511472850590784,0.386653165781104,0.363742422601008,0.39237185293195,0.390363675726665,0.399276886060582,0.408680946791671,0.168937939734484,0.168937939734484,0.168937939734484,0.168937939734484,0.168937939734484,0.168937939734484,0.168937939734484,0.168937939734484,0.168937939734484,0.168937939734484,0.168937939734484,0.168937939734484,0.0717075776503044,0.0795815088112872,0.127729790286826,0.160023908179596,0.431867842064468,0.284834982145693,0.373039053949064,0.359542505860698,0.490914168867228,0.339947448665542,0.305005736364788,0.41886166405505,0.421281397831937,0.387653218079202,0.38896227465544,0.370652142821852,0.301183221306662,0.244230196338318,0.244230196338318,0.244230196338318,0.244230196338318,0.244230196338318,0.244230196338318,0.244230196338318,0.244230196338318,0.244230196338318,0.244230196338318,0.244230196338318,0.244230196338318,0.0579541555512761,0.264670919641904,0.340259041540783,0.192385778321892,0.318507760472064,0.151974002387992,0.357506380190027,0.146793035045184,0.23597273954573,0.275561271075982,0.194282641481445,0.328580349340218,0.161256112810676,0.179672140671249,0.130259051566881,0.15158874333654,0.147405477100876,0.0891089586172549,0.0891089586172549,0.0891089586172549,0.0891089586172549,0.0891089586172549,0.0891089586172549,0.0891089586172549,0.0891089586172549,0.0891089586172549,0.0891089586172549,0.0891089586172549,0.0891089586172549,0.118771177718569,0.299526851005695,0.622307487980021,0.135630633194666,0.323948954597399,0.220363185303582,0.603237606495469,0.190814049983624,0.244836842863118,0.152497446570878,0.27936864526121,0.225126370999006,0.231346123408854,0.154038396996801,0.120006005289494,0.155917293479957,0.0919206670955834,0.163628181514884,0.163628181514884,0.163628181514884,0.163628181514884,0.163628181514884,0.163628181514884,0.163628181514884,0.163628181514884,0.163628181514884,0.163628181514884,0.163628181514884,0.163628181514884,0.217270504556568,0.171557087607197
0.109834276023565,0.0788346770675698,0.0520452953940704,0.39433927516535,0.712220461619177,0.641072660972869,0.614026263323474,0.628567985699655,0.605511111419279,0.677717267734989,0.470950192905727,0.485527980054565,0.425337866491665,0.376776584129437,0.346297037281885,0.389846732605869,0.539182565469064,0.153147262756431,0.153147262756431,0.153147262756431,0.153147262756431,0.153147262756431,0.153147262756431,0.153147262756431,0.153147262756431,0.153147262756431,0.153147262756431,0.153147262756431,0.153147262756431,0.121005491123862,0.105526813177797,0.0991462552190292,0.169723161630664,0.326096165029524,0.308827123176786,0.267657321784708,0.574807915050971,0.464181690422552,0.387107262380763,0.391546317329092,0.362744033258334,0.380558736397327,0.416360227166866,0.34703589572214,0.337497497159113,0.263958210845165,0.184341191791813,0.184341191791813,0.184341191791813,0.184341191791813,0.184341191791813,0.184341191791813,0.184341191791813,0.184341191791813,0.184341191791813,0.184341191791813,0.184341191791813,0.184341191791813,0.0776396210123718,0.0915079446601293,0.0957876747834357,0.120719579734873,0.128447499102346,0.129468130139962,0.113380874744087,0.256626887916286,0.180664026613585,0.187545404323605,0.141780601775163,0.231607669159244,0.0956570143039719,0.142484586108155,0.135155223804008,0.125030540427645,0.136971927179213,0.198438229461443,0.198438229461443,0.198438229461443,0.198438229461443,0.198438229461443,0.198438229461443,0.198438229461443,0.198438229461443,0.198438229461443,0.198438229461443,0.198438229461443,0.198438229461443,0.198203279424003,0.251859962892926,0.344671490979568,0.158758519132241,0.306334657419676,0.298887908043664,0.182903835294422,0.399498082951442,0.202109582602722,0.272974830809959,0.277329605817516,0.111407204491984,0.160126918052809,0.191884211384151,0.106579968118366,0.154848290025706,0.113735888275805,0.238577506418221,0.238577506418221,0.238577506418221,0.238577506418221,0.238577506418221,0.238577506418221,0.238577506418221,0.238577506418221,0.238577506418221,0.238577506418221,0.238577506418221,0.238577506418221,0.37830629028673,0.527829157558433
0.0505311259169282,0.147879887804587,0.10716169508829,0.247573237328454,0.592024097614468,0.726375687959279,0.771893708838772,0.701456297411426,0.580213687932067,0.645262641489962,0.530569056595707,0.579783637043683,0.314532518672507,0.430528135407698,0.483061649356599,0.353070588849534,0.620125049803576,0.00594848782828334,0.00594848782828334,0.00594848782828334,0.00594848782828334,0.00594848782828334,0.00594848782828334,0.00594848782828334,0.00594848782828334,0.00594848782828334,0.00594848782828334,0.00594848782828334,0.00594848782828334,0.0519907924283969,0.0847095068147717,0.0651107896204219,0.151130337552678,0.364579094811431,0.40925990440133,0.206674630018779,0.347434293895111,0.323621243205699,0.226552601001813,0.494197550950756,0.197192772964323,0.186896568629102,0.115044692518653,0.100031560148488,0.283121881200219,0.13880144839099,0.00569679026996413,0.00569679026996413,0.00569679026996413,0.00569679026996413,0.00569679026996413,0.00569679026996413,0.00569679026996413,0.00569679026996413,0.00569679026996413,0.00569679026996413,0.00569679026996413,0.00569679026996413,0.040792267193344,0.582248066731223,0.6131588131446,0.418396486261101,0.784075450351271,0.389521765014023,0.168605130331547,0.20802362235027,0.135390873608181,0.11898029449545,0.213377011892106,0.150481760951265,0.116222076818625,0.083965174182623,0.129872783377545,0.109782853295255,0.119900512880908,0.00432302696192053,0.00432302696192053,0.00432302696192053,0.00432302696192053,0.00432302696192053,0.00432302696192053,0.00432302696192053,0.00432302696192053,0.00432302696192053,0.00432302696192053,0.00432302696192053,0.00432302696192053,0.078253774127153,0.356074424327196,0.466022205326904,0.185906755590833,0.470056214619631,0.482469774242464,0.238912435172588,0.472909992292406,0.33690083409641,0.25182119781424,0.613210569751255,0.247038823162058,0.306794707807933,0.229730025771502,0.148351466072521,0.286003287355845,0.209649833394441,0.0076524879265363,0.0076524879265363,0.0076524879265363,0.0076524879265363,0.0076524879265363,0.0076524879265363,0.0076524879265363,0.0076524879265363,0.0076524879265363,0.0076524879265363,0.0076524879265363,0.0076524879265363,0.558012891753723,0.274297965360686
0.0489849449747387,0.04444974132214,0.100749857985598,0.474234920135286,0.592473042567358,0.72868319186948,0.744283848113108,0.759705341785323,0.676031444209864,0.718624693553766,0.506233568794308,0.561702047457389,0.544213805683828,0.475439334174292,0.434528607520553,0.422548971156349,0.543892344003454,0.127947194073816,0.127947194073816,0.127947194073816,0.127947194073816,0.127947194073816,0.127947194073816,0.127947194073816,0.127947194073816,0.127947194073816,0.127947194073816,0.127947194073816,0.127947194073816,0.0963153168520601,0.0895864946786392,0.429819781990779,0.333492545595546,0.569577408632114,0.469329656592773,0.571455793691543,0.354912400424663,0.46089276716441,0.249515492572962,0.281821349147827,0.279773887003904,0.333064667245743,0.305306766288407,0.288309291131682,0.267860532604541,0.244005776257207,0.228454585575989,0.228454585575989,0.228454585575989,0.228454585575989,0.228454585575989,0.228454585575989,0.228454585575989,0.228454585575989,0.228454585575989,0.228454585575989,0.228454585575989,0.228454585575989,0.0702198490769344,0.224248042132179,0.270802719207686,0.24747512794965,0.221936290284336,0.245969510104288,0.271536581324644,0.101345340428435,0.142371420592717,0.068366235799169,0.0329314905926274,0.0976715984502899,0.0533343681350246,0.0349541980095807,0.0990489260524048,0.0474135654433282,0.0373666755798991,0.0810208337264819,0.0810208337264819,0.0810208337264819,0.0810208337264819,0.0810208337264819,0.0810208337264819,0.0810208337264819,0.0810208337264819,0.0810208337264819,0.0810208337264819,0.0810208337264819,0.0810208337264819,0.196232919030593,0.328330157087433,0.652332728724857,0.119505156410504,0.284467944643907,0.359095098918798,0.786715898985692,0.134059347243119,0.207204795259595,0.067241430489528,0.0566362254160057,0.090732391150988,0.159889982617036,0.0352198843948195,0.0506709310813671,0.0816683837802595,0.0526977755862056,0.135719101417095,0.135719101417095,0.135719101417095,0.135719101417095,0.135719101417095,0.135719101417095,0.135719101417095,0.135719101417095,0.135719101417095,0.135719101417095,0.135719101417095,0.135719101417095,0.55523449655479,0.299941146796704
0.073406945889684,0.0653592070229711,0.564940422524046,0.392070635283651,0.417308098532829,0.665150633431231,0.682502431525115,0.716418682000099,0.758025756569015,0.740554218481055,0.55159927600771,0.669769032387069,0.559295172106315,0.494324706636153,0.474110479018188,0.427917076345543,0.656176867058961,0.00432618254839694,0.00432618254839694,0.00432618254839694,0.00432618254839694,0.00432618254839694,0.00432618254839694,0.00432618254839694,0.00432618254839694,0.00432618254839694,0.00432618254839694,0.00432618254839694,0.00432618254839694,0.126998288504749,0.120299636351545,0.97256545886657,0.148578734231785,0.414133826298009,0.537769415598055,0.532510767287208,0.399246999250776,0.296653368988883,0.255515055753586,0.268401225152004,0.33501200879238,0.449189639495262,0.25054381232791,0.245582941369515,0.209405871079641,0.216684274240881,0.00540464234006718,0.00540464234006718,0.00540464234006718,0.00540464234006718,0.00540464234006718,0.00540464234006718,0.00540464234006718,0.00540464234006718,0.00540464234006718,0.00540464234006718,0.00540464234006718,0.00540464234006718,0.399121363376809,0.457845549251774,0.418920004224932,0.091894068795205,0.261351257054205,0.196588902428536,0.156994168353744,0.106154056068096,0.152182090167268,0.0489990082155547,0.0567700941973447,0.120363154365238,0.0584284699072306,0.0437745093310245,0.0539577079355663,0.0640368510769346,0.0783292129744486,0.00251016784638573,0.00251016784638573,0.00251016784638573,0.00251016784638573,0.00251016784638573,0.00251016784638573,0.00251016784638573,0.00251016784638573,0.00251016784638573,0.00251016784638573,0.00251016784638573,0.00251016784638573,0.468098946093401,0.576379239458623,0.185122470432744,0.167196814815635,0.321200875817591,0.145736062322029,0.339167913102042,0.129691967110982,0.0749756428389323,0.0593688530230966,0.129941883833597,0.0717745037553041,0.173284578614267,0.123866198497524,0.0608099308962387,0.0537733703598403,0.039220838621231,0.00382618885468606,0.00382618885468606,0.00382618885468606,0.00382618885468606,0.00382618885468606,0.00382618885468606,0.00382618885468606,0.00382618885468606,0.00382618885468606,0.00382618885468606,0.00382618885468606,0.00382618885468606,0.217270504556568,0.171557087607197
