"year","month","day","RPT","VAL","ROS","KIL","SHA","BIR","DUB","CLA","MUL","CLO","BEL","MAL"
0,0,0,0.409052092228864,0.44481302774427,0.360853432282004,0.326423049894589,0.369687249398557,0.377293577981651,0.45011524530787,0.32979407979408,0.418469860896445,0.445154419595314,0.434792899408284,0.343205158824934
0,0,0.0333333333333333,0.399658411614005,0.502714113389626,0.288497217068646,0.228390723822909,0.333867949746057,0.293195718654434,0.378663154428713,0.323037323037323,0.378284389489954,0.34185303514377,0.41207100591716,0.314306185813231
0,0,0.0666666666666667,0.50754341019072,0.502714113389626,0.334879406307978,0.355938158819396,0.295108259823577,0.23585626911315,0.370431346723741,0.258687258687259,0.328438948995363,0.270855520056798,0.298698224852071,0.287556723190829
0,0,0.1,0.282095075434102,0.193606755126659,0.316944959802103,0.160927617709065,0.117882919005613,0.110091743119266,0.284162001975634,0.0575933075933076,0.225270479134467,0.207312744053958,0.126153846153846,0.243850011941724
0,0,0.133333333333333,0.360375747224594,0.393244873341375,0.30674087816945,0.216795502459592,0.282812082330928,0.313837920489297,0.392492591373066,0.21042471042471,0.421947449768161,0.365637202697906,0.302721893491124,0.266539288273227
0,0,0.166666666666667,0.356959863364646,0.23854041013269,0.261595547309833,0.234364019676739,0.140069500133654,0.172018348623853,0.351333552848205,0.142213642213642,0.277047913446677,0.264820731274405,0.189112426035503,0.29854310962503
0,0,0.2,0.365214916026188,0.424607961399276,0.247371675943104,0.174279690794097,0.325046778936113,0.318425076452599,0.301942706618373,0.298906048906049,0.292890262751159,0.281150159744409,0.327337278106509,0.313350847862431
0,0,0.233333333333333,0.292912040990606,0.287696019300362,0.189239332096475,0.207659873506676,0.253675487837477,0.278669724770642,0.4705301284162,0.245173745173745,0.35741885625966,0.369897053603124,0.390295857988166,0.377119656078338
0,0,0.266666666666667,0.339026473099915,0.320265379975875,0.262832405689549,0.166900913562895,0.273723603314622,0.259556574923547,0.2647349357919,0.325933075933076,0.301004636785162,0.320908768193113,0.305562130177515,0.351086696919035
0,0,0.3,0.361514375177911,0.329010856453558,0.556586270871985,0.292691496837667,0.256081261694734,0.25,0.376028975963122,0.250643500643501,0.329984544049459,0.318068867589634,0.2,0.266539288273227
0,0,0.333333333333333,0.282095075434102,0.291314837153197,0.213976499690785,0.0980323260716796,0.229350441058541,0.277140672782875,0.248271320381956,0.268018018018018,0.220633693972179,0.306354277600284,0.487100591715976,0.388106042512539
0,0,0.366666666666667,0.543125533731853,0.357961399276236,0.525664811379097,0.370344342937456,0.271585137663726,0.361620795107034,0.51168916694106,0.37001287001287,0.400695517774343,0.516151934682286,0.365917159763314,0.320515882493432
0,0,0.4,0.263307714204384,0.100422195416164,0.215213358070501,0.104005621925509,0.057738572574178,0.036697247706422,0.152453078696082,0.0186615186615187,0.0900309119010819,0.118210862619808,0.121183431952663,0.152137568664915
0,0,0.433333333333333,0.238257899231426,0.164354644149578,0.172541743970315,0.0235418130709768,0.0689655172413793,0.0527522935779816,0.101415870925255,0.083011583011583,0.0193199381761978,0.0933617323393681,0.166627218934911,0.107475519465011
0,0,0.466666666666667,0.323654995730145,0.285283474065139,0.316944959802103,0.0832747716092762,0.193798449612403,0.119648318042813,0.0823180770497201,0.21975546975547,0.183539412673879,0.198438054668087,0.175384615384615,0.145211368521615
0,0,0.5,0.448334756618275,0.332931242460796,0.438157081014224,0.165495432185524,0.299652499331729,0.264525993883792,0.304576885083964,0.282818532818533,0.317233384853168,0.258785942492013,0.305562130177515,0.19990446620492
0,0,0.533333333333333,0.48619413606604,0.427020506634499,0.489486703772418,0.355938158819396,0.369687249398557,0.511085626911315,0.441883437602898,0.355212355212355,0.336553323029366,0.402555910543131,0.373727810650888,0.368043945545737
0,0,0.566666666666667,0.545402789638486,0.356755126658625,0.596474953617811,0.651440618411806,0.366212242715851,0.393348623853211,0.587092525518604,0.366151866151866,0.566846986089645,0.591764288249911,0.204970414201183,0.412944829233341
0,0,0.6,0.120979220039852,0.0968033775633293,0.179035250463822,0.0365425158116655,0.0946271050521251,0.121177370030581,0.122160026341785,0.0897683397683398,0.0741885625965997,0.0947816826411075,0.159526627218935,0.171005493193217
0,0,0.633333333333333,0.253914033589525,0.350422195416164,0.199752628324057,0.0555165144061841,0.208233092755948,0.191131498470948,0.104379321699045,0.158301158301158,0.120942812982998,0.118210862619808,0.150769230769231,0.146166706472415
0,0,0.666666666666667,0.388841446057501,0.302774427020507,0.322201607915894,0.215390021082221,0.264902432504678,0.293195718654434,0.2647349357919,0.295045045045045,0.272024729520866,0.277955271565495,0.156686390532544,0.280630523047528
0,0,0.7,0.253914033589525,0.170989143546442,0.260358688930117,0.0762473647224174,0.180165731087944,0.210244648318043,0.30885742509055,0.226512226512227,0.244976816074189,0.264820731274405,0.254437869822485,0.220921901122522
0,0,0.733333333333333,0.451750640478224,0.294028950542823,0.526901669758813,0.367533380182713,0.357391071905908,0.484327217125382,0.451103062232466,0.442406692406692,0.415378670788253,0.466098686545971,0.34698224852071,0.475519465010747
0,0,0.766666666666667,0.693709080557928,0.440892641737033,0.752628324056895,0.550597329585383,0.570168404170008,0.710244648318043,0.671056964109318,0.623552123552124,0.593894899536321,0.535321263755768,0.543431952662722,0.587055170766659
0,0,0.8,0.368630799886137,0.330518697225573,0.34539270253556,0.212227687983134,0.26383319967923,0.360091743119266,0.304576885083964,0.28024453024453,0.275115919629057,0.425985090521832,0.329230769230769,0.40195844279914
0,0,0.833333333333333,0.674637062339881,0.560313630880579,0.494743351886209,0.500702740688686,0.502004811547715,0.599006116207951,0.471847217648996,0.487773487773488,0.621329211746522,0.675896343627973,0.482130177514793,0.587055170766659
0,0,0.866666666666667,0.608311984059209,0.620627261761158,0.491960420531849,0.569571328179902,0.50547981823042,0.616590214067278,0.55284820546592,0.588481338481338,0.721020092735703,0.675896343627973,0.614201183431953,0.643897778839264
0,0,0.9,0.483916880159408,0.401990349819059,0.365800865800866,0.311665495432185,0.398556535685646,0.444571865443425,0.403358577543629,0.34041184041184,0.460587326120556,0.390486332978346,0.477396449704142,0.416766181036542
0,0,0.933333333333333,0.756618274978651,0.714716525934861,0.642857142857143,0.616303583977512,0.640203154236835,0.753058103975535,0.724399078037537,0.651544401544402,0.829211746522411,0.706780262690806,0.652781065088757,0.542393121566754
0,0,0.966666666666667,0.328494164531739,0.338057901085645,0.291280148423006,0.278285312719606,0.346164127238706,0.367737003058104,0.477444846888377,0.328507078507079,0.383307573415765,0.423145189918353,0.443786982248521,0.443754478146644
0,0,1,0.670082550526615,0.583232810615199,0.470315398886827,0.420238931834153,0.381983426891206,0.399847094801223,0.489957194599934,0.264157014157014,0.405718701700155,0.352147674831381,0.290887573964497,0.316455696202532
0,0.0909090909090909,0,0.386564190150868,0.449638118214716,0.233147804576376,0.206605762473647,0.319433306602513,0.274082568807339,0.334869937438261,0.116795366795367,0.251159196290572,0.193823216187433,0.21396449704142,0.175065679484118
0,0.0909090909090909,0.0333333333333333,0.555081127241674,0.723763570566948,0.262832405689549,0.229796205200281,0.460839347767977,0.274082568807339,0.358248271320382,0.195624195624196,0.350850077279753,0.251331203407881,0.282840236686391,0.155242417005016
