"ln_votes_pop","pop","education","houses","income","xcoord","ycoord"
0.758754733871145,0.502960302904329,0.496014261513383,0.535441866557256,0.439126103451209,0.663872985178783,0.313076703821951
0.762143854436288,0.58647418137897,0.582233490480995,0.623186829104393,0.528119672882463,0.644210927067495,0.233498702179226
0.772832193015621,0.480456466488908,0.452436504607742,0.508398090361269,0.390436588640152,0.685993807266956,0.284441414228298
0.765877903609599,0.440198372154555,0.4019912853309,0.469143739851043,0.35307927518331,0.655300329679071,0.332250382431268
0.746492095354018,0.518991068129362,0.492605074555655,0.557031001780613,0.441075032129952,0.66520216421389,0.37368944557164
0.896598925585069,0.403377890510998,0.367140404291354,0.428034166100309,0.29524720318508,0.680186786584903,0.294506060713388
0.786747894735124,0.469967766606746,0.442812586441884,0.496595409585318,0.378683288415532,0.663151860780003,0.279757326910849
0.68960478686878,0.627311623400931,0.608714096808699,0.646633724003723,0.562749544058627,0.678282279915942,0.365037644392048
0.704766639426509,0.52479818684418,0.497082738289236,0.555189170872729,0.447270712319924,0.685979519007377,0.32880306181135
0.736138199979456,0.460775071439432,0.428933161530981,0.492199614450559,0.380964296230341,0.682165525089477,0.382432153235613
0.770923861159841,0.502809447941405,0.475865465271582,0.540374908947364,0.423080609694618,0.662509224669936,0.325843246187915
0.804674548132271,0.443311510642678,0.414243883738955,0.480879468107207,0.355600203482641,0.635185038789887,0.291263195354493
0.798711333041351,0.488331924898902,0.466802140013228,0.522123727073477,0.411314595351318,0.642776007846851,0.276617806539532
0.808001179917128,0.430219365883688,0.406141280565959,0.461150068725115,0.334072021860401,0.677677563327898,0.343709743522281
0.756255789568526,0.423445045974052,0.381730731460857,0.456874277204005,0.33467487028937,0.683726195123723,0.360666121902391
0.745972100910413,0.523778059539481,0.514942702857343,0.552410660109892,0.455023088600371,0.675394408949276,0.265037981707389
0.759485791637131,0.55595991536621,0.544817149963063,0.5895382760093,0.497532983914353,0.643472088052698,0.404366420595125
0.789285149236525,0.442057728599418,0.408168502047871,0.477535634568458,0.34673857430483,0.657664444974764,0.266104530651002
0.768304737380978,0.413512930652571,0.38231896922218,0.446992632973729,0.322889766351799,0.670976899434249,0.329659800612902
0.752908052526049,0.523201816649161,0.494108431472212,0.559381460407439,0.441603429361509,0.667198846935686,0.258512827259127
0.765548516420923,0.434233447245364,0.391707635588427,0.46190640678636,0.331699573258092,0.669699080422449,0.278887559304253
0.754324023941575,0.566893130546542,0.540518526720758,0.602171370711426,0.49596564059987,0.659891629644356,0.380095485540135
0.661525101129277,0.541997421119799,0.53524795316095,0.54514565101863,0.469101613047171,0.682049170263634,0.266017334635371
0.756032330712479,0.548153263092979,0.531192779631789,0.558462473138779,0.46801437445736,0.655606547039494,0.304111958334809
0.743964176349935,0.554219520799424,0.52023604517355,0.591318307381473,0.479874948735308,0.678757165853596,0.393932160825208
0.750600140368157,0.533727443573921,0.525438585469707,0.563669807367911,0.467210504000995,0.672762349047805,0.315509717211684
0.718519838966644,0.522055036826945,0.502707556403518,0.550462622084883,0.442809925336233,0.654667336819598,0.253823132074135
0.757662221199912,0.613570897330832,0.600770018373148,0.645643778751827,0.556651320512101,0.67452686962848,0.376547897935124
0.754730689906624,0.46027124186855,0.429712982604991,0.492577118730309,0.378770495929287,0.644552820922788,0.363149690428846
0.76663757410262,0.498258831101125,0.470202174414903,0.532998375229407,0.421149921034334,0.642640596121025,0.392924515573006
0.787176862964577,0.482435813419577,0.456849036588821,0.516696958194789,0.408371138721514,0.678075320922434,0.252030554023582
0.826834587726165,0.403682114550785,0.363513454237782,0.423214278424235,0.287975297017853,0.640740504859845,0.326256120165217
0.797443149189599,0.436763528644812,0.392536216703089,0.460387408455739,0.326944730681187,0.646494787911362,0.322081252519324
0.781320436745058,0.43981844959312,0.410957529241353,0.471275536988016,0.350875535497156,0.688628180842104,0.269811288932515
0.716421517583903,0.581574014099923,0.573642237377733,0.60887545641752,0.525318759338086,0.687484713858262,0.254425113464448
0.6773616726325,0.548451381033483,0.523421686286843,0.579594105086294,0.47857671087392,0.675164825406299,0.407270621351724
0.768645162246567,0.783363856365468,0.780797255185559,0.805910552993246,0.751761432061602,0.659364959804247,0.35567229477313
0.770169274200649,0.44754735854185,0.416284818409498,0.477090306493553,0.36209667706362,0.638176318606783,0.365060118026638
0.731436695582304,0.591591342532767,0.579733326992891,0.621900413037371,0.535630808080052,0.646103459150555,0.412649072298484
0.705089300180933,0.497032770457303,0.463315549102845,0.53141823742659,0.414905195235615,0.652061857672968,0.396468772189025
0.666075477486659,0.590812782107031,0.563955693704383,0.596447571811754,0.519922254292945,0.686578530888568,0.315402493097685
0.695105056165055,0.538092207011655,0.517368008140952,0.565583670450296,0.470080490457424,0.657868843031759,0.408710409720079
0.839573716207866,0.414494279456176,0.376483768378695,0.436142681746069,0.299746195360251,0.66385249768668,0.29685575721391
