"year","month","day","RPT","VAL","ROS","KIL","SHA","BIR","DUB","CLA","MUL","CLO","BEL","MAL"
0,0.0909090909090909,0.466666666666667,0.152860802732707,0.357961399276236,0.143166357452072,0.147926914968377,0.260358192996525,0.264525993883792,0.170233783338821,0.238416988416988,0.315687789799073,0.325523606673766,0.402130177514793,0.245760687843325
0,0.272727272727273,0.3,0.144605750071164,0.139324487334138,0.208719851576994,0.105411103302881,0.153702218658113,0.162461773700306,0.171550872571617,0.115186615186615,0.231839258114374,0.161164359247426,0.177278106508876,0.252686887986625
0,0.272727272727273,0.7,0.213492741246798,0.164354644149578,0.167594310451453,0.168306394940267,0.206896551724138,0.194571865443425,0.245637141916365,0.155405405405405,0.188562596599691,0.251331203407881,0.156686390532544,0.10245999522331
0,0.272727272727273,0.933333333333333,0.254768004554512,0.282870928829916,0.168831168831169,0.134574841883345,0.179096498262497,0.148318042813456,0.133026012512348,0.207850707850708,0.16112828438949,0.144834930777423,0.305562130177515,0.0477668975400048
0,0.363636363636364,0,0.432678622260177,0.412243667068758,0.428880643166357,0.343991567111736,0.35632183908046,0.388761467889908,0.327955218966085,0.451737451737452,0.376738794435858,0.350727724529641,0.437869822485207,0.249582039646525
0,0.545454545454545,0.366666666666667,0.53487048107031,0.502714113389626,0.333642547928262,0.354181307097681,0.398556535685646,0.337538226299694,0.298979255844583,0.378056628056628,0.405718701700155,0.378771742988995,0.404260355029586,0.220921901122522
0,0.545454545454545,0.533333333333333,0.101907201821805,0.0865500603136309,0.122448979591837,0.0513000702740689,0.13124832932371,0.0749235474006116,0.233124794204807,0.167631917631918,0.21870170015456,0.269080582179624,0.142958579881657,0.20205397659422
0,0.545454545454545,0.633333333333333,0.148306290919442,0.0817249698431846,0.0797773654916512,0.0850316233309909,0.162523389468057,0.103593272171254,0.10009878169246,0.175675675675676,0.217542503863988,0.18920837770678,0.169467455621302,0.182947217578218
0,0.636363636363636,0.266666666666667,0.349843438656419,0.295235223160434,0.302721088435374,0.226985242445538,0.386260358192997,0.342507645259939,0.370431346723741,0.333655083655084,0.34273570324575,0.329783457578985,0.292781065088757,0.233818963458323
0,0.727272727272727,0,0.13976658126957,0.0277442702050663,0.106988249845393,0.106816584680253,0.110130981021117,0.0860091743119266,0.152453078696082,0.0871943371943372,0.141808346213292,0.211572594959176,0.110295857988166,0.113207547169811
0,0.909090909090909,0.666666666666667,0.387702818104184,0.143244873341375,0.277056277056277,0.147926914968377,0.156909917134456,0.173547400611621,0.230490615739216,0.15958815958816,0.188562596599691,0.294284700035499,0.150769230769231,0.192022928110819
0,1,0.266666666666667,0.289211500142329,0.324185765983112,0.253865182436611,0.134574841883345,0.242715851376637,0.27217125382263,0.330589397431676,0.223938223938224,0.273570324574961,0.34185303514377,0.259171597633136,0.20085980415572
0.0588235294117647,0,0,0.245374323939653,0.0968033775633293,0.310451453308596,0.122979620520028,0.0556001069232826,0.0749235474006116,0.342772472835035,0.0897683397683398,0.136785162287481,0.182108626198083,0.100591715976331,0.173155003582517
0.0588235294117647,0,0.8,0.348704810703103,0.394451145958987,0.354359925788497,0.272312016865776,0.345094894413258,0.41743119266055,0.602239051695752,0.308558558558559,0.50386398763524,0.408235711750089,0.384615384615385,0.236684977310724
0.0588235294117647,0.181818181818182,0,0.214631369200114,0.139324487334138,0.23191094619666,0.169711876317639,0.156909917134456,0.084480122324159,0.262100757326309,0.0601673101673102,0.157650695517774,0.137735179268726,0.093491124260355,0.113207547169811
0.0588235294117647,0.181818181818182,0.133333333333333,0.169655565044122,0.113088057901086,0.13543599257885,0.0716795502459592,0.0844693932103716,0.117737003058104,0.190648666447152,0.0524453024453024,0.0645285935085008,0.0976215832445864,0.0601183431952663,0.0427513732983043
0.0588235294117647,0.181818181818182,0.266666666666667,0.224025049814973,0.209891435464415,0.296227581941868,0.134574841883345,0.209302325581395,0.18960244648318,0.296345077378992,0.211711711711712,0.157650695517774,0.155484558040469,0.13491124260355,0.142345354669214
0.0588235294117647,0.181818181818182,0.433333333333333,0.137489325362938,0.292822677925211,0.0735930735930736,0.073085031623331,0.229350441058541,0.0829510703363914,0.131708923279552,0.112612612612613,0.0660741885625966,0.070997515086972,0.154792899408284,0.0955337950800096
0.0588235294117647,0.181818181818182,0.7,0.104184457728437,0.0615199034981906,0.128633271490414,0.101194659170766,0.137931034482759,0.0940366972477064,0.196246295686533,0.12998712998713,0.147990726429675,0.202697905573305,0.127100591715976,0.233818963458323
0.0588235294117647,0.181818181818182,0.733333333333333,0.249074864787931,0.189686369119421,0.46134817563389,0.247364722417428,0.20582731889869,0.224770642201835,0.310174514323345,0.174066924066924,0.241499227202473,0.211572594959176,0.231715976331361,0.217817052782422
0.0588235294117647,0.272727272727273,0.9,0.116140051238258,0.0817249698431846,0.26530612244898,0.0952213633169361,0.0823309275594761,0.125764525993884,0.170233783338821,0.0965250965250965,0.173879443585781,0.111111111111111,0.21396449704142,0.0367805111058037
0.0588235294117647,0.272727272727273,0.966666666666667,0.168232280102477,0.28648974668275,0.225417439703154,0.165495432185524,0.159048382785352,0.208715596330275,0.178136318735594,0.181145431145431,0.222179289026275,0.16435924742634,0.160710059171598,0.0456173871507046
0.0588235294117647,0.454545454545455,0.0666666666666667,0.13976658126957,0.306393244873341,0.106988249845393,0.0804638088545327,0.188184977278802,0.117737003058104,0.0987816924596641,0.174066924066924,0.133693972179289,0.146609868654597,0.178461538461538,0.209935514688321
0.0588235294117647,0.454545454545455,0.1,0.2311414745232,0.345597104945718,0.0785405071119357,0.191848208011244,0.288425554664528,0.229357798165138,0.109647678630227,0.287001287001287,0.173879443585781,0.254526091586794,0.163550295857988,0.192022928110819
0.0588235294117647,0.545454545454545,0.5,0.159977227440934,0.138118214716526,0.139146567717996,0.0776528460997892,0.161454156642609,0.0668960244648318,0.0615739216331906,0.0308880308880309,0.0142967542503864,0.109691160809372,0.124970414201183,0.0386911870074039
0.0588235294117647,0.545454545454545,0.533333333333333,0.348704810703103,0.311519903498191,0.122448979591837,0.219606465214336,0.29831595829992,0.253440366972477,0.149489627922292,0.284105534105534,0.21870170015456,0.319488817891374,0.217751479289941,0.256747074277526
0.0588235294117647,0.545454545454545,0.833333333333333,0.288072872189012,0.317852834740651,0.730364873222016,0.355938158819396,0.237102379043037,0.253440366972477,0.32927230819888,0.287001287001287,0.281684698608964,0.337238196663117,0.28189349112426,0.135419154525914
0.0588235294117647,0.727272727272727,0.4,0.207514944491887,0.247587454764777,0.148113790970934,0.147926914968377,0.249398556535686,0.18960244648318,0.201843924925914,0.155405405405405,0.122488408037094,0.186368477103301,0.160710059171598,0.128254119894913
0.0588235294117647,0.818181818181818,0.266666666666667,0.141189866211216,0.0199034981905911,0.150896722325294,0.0484891075193254,0.142475273990912,0.0905963302752294,0.160684886401054,0.0965250965250965,0.103168469860896,0.167199148029819,0.0579881656804734,0.141151182230714
0.117647058823529,0,0.833333333333333,0.199259891830344,0.106755126658625,0.175324675324675,0.0484891075193254,0.0211173483025929,0.0095565749235474,0.275930194270662,0.0669240669240669,0.0884853168469861,0.168619098331558,0,0.181991879627418
0.117647058823529,0.181818181818182,0.666666666666667,0.105607742670083,0.164354644149578,0.130179344465059,0.0365425158116655,0.152365677626303,0.0493119266055046,0.142574909450115,0.0685328185328185,0.0482998454404946,0.111111111111111,0.119289940828402,0.106520181514211
0.117647058823529,0.181818181818182,0.933333333333333,0.195559350982067,0.261158021712907,0.118429189857761,0.175685172171469,0.289494787489976,0.234327217125382,0.285479091208429,0.261261261261261,0.209041731066461,0.170039048633298,0.226745562130178,0.0575591115357058
0.117647058823529,0.363636363636364,0.866666666666667,0.214631369200114,0.0817249698431846,0.264069264069264,0.13035839775123,0.0879443998930767,0.0714831804281346,0.168916694106026,0.055019305019305,0.122488408037094,0.0933617323393681,0.13491124260355,0.10150465727251
0.117647058823529,0.454545454545455,0.2,0.161400512382579,0.236127864897467,0.0967841682127396,0.158116654954322,0.182571504945202,0.111620795107034,0.117879486335199,0.136743886743887,0.136785162287481,0.16435924742634,0.13207100591716,0.245760687843325
0.117647058823529,0.454545454545455,0.966666666666667,0.283518360375747,0.320265379975875,0.541125541125541,0.283907238229093,0.232558139534884,0.277140672782875,0.381297332894304,0.324324324324324,0.28516228748068,0.427405040823571,0.316449704142012,0.110341533317411
0.117647058823529,0.545454545454545,0.166666666666667,0.0959294050668944,0.156815440289505,0.0411255411255411,0.0762473647224174,0.116813686180166,0.106651376146789,0.0879157062891011,0.217181467181467,0.128670788253478,0.223642172523962,0.250414201183432,0.107475519465011
0.117647058823529,0.545454545454545,0.966666666666667,0.125818388841446,0.380579010856454,0.0488559059987631,0.207659873506676,0.24164661855119,0.261085626911315,0.142574909450115,0.317567567567568,0.252704791344668,0.266240681576145,0.396449704142012,0.217817052782422
0.117647058823529,0.636363636363636,0.0666666666666667,0.144605750071164,0.0928829915560917,0.230674087816945,0.115600843288826,0.16706762897621,0.0875382262996942,0.0862693447481067,0.0575933075933076,0.0853941267387944,0.106496272630458,0.0866272189349113,0.0377358490566038
0.117647058823529,0.818181818181818,0.833333333333333,0.449473384571591,0.535283474065139,0.349103277674706,0.300070274068869,0.424218123496391,0.377293577981651,0.369114257490945,0.363256113256113,0.318778979907264,0.346112886048988,0.33112426035503,0.232624791019823
0.117647058823529,0.818181818181818,0.866666666666667,0.561912894961571,0.560313630880579,0.426406926406926,0.42586085734364,0.572306869820904,0.509556574923547,0.506091537701679,0.501608751608752,0.416924265842349,0.395101171458999,0.456331360946746,0.256747074277526
