"V1","V2","V3","V4","V5","target"
0.506286453846152,0.385946417020911,0.322086550352449,0.341024726116934,0.337503614759984,"1"
0.339007718950809,0.469600529397303,0.569034209691754,0.283523923555679,0.374983660781576,"1"
0.562578689733313,0.384703180680101,0.621741573251108,0.595047474028829,0.460547959506635,"1"
0.340904405856098,0.406121633684753,0.871640545690716,0.191284510133963,0.320799145600878,"1"
0.345642426162153,0.45568132454346,0.891709880172929,0.144043838643252,0.204099522484993,"1"
0.458197618035709,0.357423884219998,0.334501192889945,0.379395468927142,0.305633618713032,"1"
0.799215150781137,0.347794695047581,0.660251639244725,0.283628762638532,0.289998155052388,"1"
0.361793988392738,0.435816394847327,0.774009501473906,0.202263150436131,0.243842828869821,"1"
0.33223859037685,0.539047973945442,0.489099803436209,0.417577501388214,0.320799145600878,"1"
0.344967805418201,0.339323413299854,0.457337254412735,0.682626609460679,0.118176875400751,"2"
0.347585990484328,0.374790257943943,0.525855039593774,0.545055138127299,0.53567529037074,"2"
0.40561727502315,0.417386989906126,0.63604851313045,0.194486621086972,0.763026617144036,"2"
0.310855390119187,0.33354894299551,0.431107127542757,0.547199097371648,0.320799145600878,"2"
0.385968687068547,0.608656529034506,0.251109091890762,0.307069697022281,0.285683738591487,"2"
0.534615940865248,0.501048113574577,0.457731045377729,0.721980851322274,0.214803094622805,"1"
0.384427647442785,0.576723375588054,0.292177232838076,0.4021079524421,0.290253686767584,"1"
0.31147115530503,0.314069634362611,0.622203545150613,0.603884143414081,0.233626305645554,"1"
0.431804005667879,0.622963145068705,0.252221915305643,0.307734340656163,0.36098592965012,"1"
0.471800497994918,0.630738817138343,0.701220825700601,0.274980442088337,0.278953490495644,"2"
0.347244835276898,0.470960720056711,0.758466091133585,0.217105653212559,0.444859002431218,"1"
0.316169987865108,0.361675561559741,0.730680701865596,0.602297819636288,0.214765706752264,"1"
0.384580405712952,0.685050373895796,0.244384056201729,0.307237801068925,0.289957603592802,"1"
0.318823367963471,0.345122497714617,0.652460032612599,0.649394970037713,0.141849724631144,"2"
0.38454550643729,0.607617067692682,0.488089804241481,0.413554211205201,0.295932616703721,"1"
0.396170218555235,0.478897651843701,0.856236445584151,0.199707788170103,0.252794635473295,"2"
0.413210085654061,0.635017495411333,0.496351675048929,0.450144858691377,0.223224137264102,"1"
0.399409048790666,0.62500880140918,0.279859886336854,0.317020372041369,0.289502190569715,"1"
0.311976899045564,0.285039305004929,0.443275213079241,0.516358150551815,0.320799145600878,"1"
0.404418129996253,0.667232890657259,0.574733030180014,0.286741037342958,0.320799145600878,"1"
0.580197056689733,0.622910634966477,0.471505436876709,0.410778867622221,0.286037053968097,"1"
0.364456389066589,0.528737794384761,0.513496968804643,0.301557149591634,0.284480855756589,"1"
0.303172669489959,0.272147329025914,0.386699594986822,0.418645052462923,0.548507526537839,"1"
0.377452968050305,0.689143327517442,0.244644433662438,0.429747692094121,0.284172837223134,"1"
0.42137267132365,0.413083846699143,0.631020629892328,0.132270048124754,0.751010443151239,"2"
0.51867998517668,0.68687166889039,0.536931493086914,0.479863485053562,0.277024420175243,"1"
0.313666408471178,0.287097342988827,0.479984012492221,0.807703792716504,0.157991650138112,"1"
0.400570041219594,0.638856103225314,0.515434412981502,0.451980265669466,0.244603240636819,"1"
0.78893095533218,0.389761305783033,0.461506979240011,0.466627370086301,0.292598193849494,"1"
0.458106377132812,0.423702523110412,0.46503230209977,0.611661034277319,0.50302345643098,"2"
0.375401452578835,0.495963136714825,0.859824605467337,0.201781975197242,0.421338868272035,"2"
0.875824236600527,0.17990572646533,0.390046173234487,0.340971764304389,0.306964051706275,"1"
0.480279838954631,0.482031699393986,0.28586275693847,0.33078863573263,0.343215187183093,"1"
0.339233085459749,0.400744718557786,0.698759678237586,0.745722203905509,0.320799145600878,"1"
0.73553683810788,0.191471374833817,0.402892198387355,0.389950595485991,0.287665870928155,"1"
0.449793251367357,0.633124446555457,0.273497683783091,0.322606126072974,0.296151335746385,"1"
0.38424339109755,0.601582135347175,0.283859895919039,0.313080953124638,0.295089664022529,"1"
0.314411123523029,0.3286892225402,0.521266462701251,0.548387574905717,0.320799145600878,"2"
0.443275663759084,0.763780769129788,0.264209966320461,0.413968325582471,0.440598366984094,"1"
0.355062864538462,0.353338389419692,0.664162276520863,0.517302063811573,0.450812877015332,"2"
0.372978318972873,0.632184933419577,0.726313989419425,0.535398554811319,0.257530959673299,"1"
0.319446231307075,0.322706949473348,0.460410924649564,0.216990691735499,0.320799145600878,"1"
0.346329172925615,0.49443124398819,0.447117485148073,0.427682723675991,0.292565695162024,"1"
