"ExternalRiskEstimate","MSinceOldestTradeOpen","MSinceMostRecentTradeOpen","AverageMInFile","NumSatisfactoryTrades","NumTrades60Ever2DerogPubRec","NumTrades90Ever2DerogPubRec","PercentTradesNeverDelq","MSinceMostRecentDelq","MaxDelq2PublicRecLast12M","NumTotalTrades","NumTradesOpeninLast12M","PercentInstallTrades","MSinceMostRecentInqexcl7days","NumInqLast6M","NumInqLast6Mexcl7days","NetFractionRevolvingBurden","NetFractionInstallBurden","NumRevolvingTradesWBalance","NumInstallTradesWBalance","NumBank2NatlTradesWHighUtilization","PercentTradesWBalance","target"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
0.640776699029126,0.231527093596059,0.0433673469387755,0.214285714285714,0.454545454545455,0.392857142857143,0.321428571428571,0.779816513761468,0.282608695652174,0.833333333333333,0.380530973451327,0.357142857142857,0.458715596330275,0.272727272727273,0.12,0.12,0.340248962655602,0.183333333333333,0.341463414634146,0.34375,0.444444444444444,0.724770642201835,"0"
0.70873786407767,0.229064039408867,0.0459183673469388,0.209183673469388,0.454545454545455,0.357142857142857,0.321428571428571,0.862385321100917,0.119565217391304,0.722222222222222,0.380530973451327,0.428571428571429,0.651376146788991,0.272727272727273,0.12,0.12,0.0580912863070539,0.0291666666666667,0.292682926829268,0.40625,0.333333333333333,0.669724770642202,"0"
0.689320388349515,0.429802955665025,0.0510204081632653,0.270408163265306,0.306818181818182,0.464285714285714,0.357142857142857,0.559633027522936,0.25,0.833333333333333,0.292035398230089,0.357142857142857,0.440366972477064,0.515151515151515,0.12,0.12,0.319502074688797,0.191666666666667,0.292682926829268,0.375,0.407407407407407,0.798165137614679,"0"
0.640776699029126,0.205665024630542,0.0280612244897959,0.331632653061224,0.352272727272727,0.321428571428571,0.321428571428571,0.917431192660551,0.119565217391304,0.722222222222222,0.150442477876106,0.357142857142857,0.440366972477064,0.272727272727273,0.226666666666667,0.226666666666667,0.29045643153527,0.129166666666667,0.390243902439024,0.375,0.481481481481481,0.871559633027523,"0"
0.728155339805825,0.370689655172414,0.0255102040816327,0.178571428571429,0.420454545454545,0.321428571428571,0.321428571428571,1,0.0217391304347826,0.888888888888889,0.336283185840708,0.535714285714286,0.275229357798165,0.272727272727273,0.12,0.12,0.377593360995851,0.158333333333333,0.609756097560976,0.375,0.481481481481481,0.954128440366973,"0"
0.728155339805825,0.407635467980296,0.0663265306122449,0.283163265306122,0.420454545454545,0.321428571428571,0.321428571428571,1,0.0217391304347826,0.888888888888889,0.327433628318584,0.321428571428571,0.477064220183486,0.272727272727273,0.133333333333333,0.133333333333333,0.315352697095436,0.16875,0.365853658536585,0.46875,0.444444444444444,0.73394495412844,"0"
0.844660194174757,0.181034482758621,0.0357142857142857,0.163265306122449,0.329545454545455,0.321428571428571,0.321428571428571,1,0.0217391304347826,0.888888888888889,0.256637168141593,0.464285714285714,0.311926605504587,0.515151515151515,0.12,0.12,0.161825726141079,0.00208333333333333,0.268292682926829,0.3125,0.37037037037037,0.293577981651376,"0"
0.757281553398058,0.205665024630542,0.0306122448979592,0.158163265306122,0.375,0.392857142857143,0.321428571428571,0.926605504587156,0.0108695652173913,0.833333333333333,0.115044247787611,0.464285714285714,0.293577981651376,0.272727272727273,0.146666666666667,0.146666666666667,0.203319502074689,0.133333333333333,0.414634146341463,0.34375,0.37037037037037,0.660550458715596,"0"
0.631067961165049,0.00123152709359606,0.0510204081632653,0.24234693877551,0.318181818181818,0.321428571428571,0.321428571428571,0.954128440366973,0.108695652173913,0.722222222222222,0.247787610619469,0.357142857142857,0.614678899082569,0.0606060606060606,0.186666666666667,0.186666666666667,0.427385892116183,0.116666666666667,0.365853658536585,0.34375,0.555555555555556,0.899082568807339,"0"
0.747572815533981,0.237684729064039,0.0663265306122449,0.176020408163265,0.375,0.321428571428571,0.321428571428571,0.81651376146789,0.108695652173913,0.722222222222222,0.300884955752212,0.321428571428571,0.44954128440367,0.272727272727273,0.12,0.12,0.0912863070539419,0.0770833333333333,0.24390243902439,0.375,0.37037037037037,0.541284403669725,"0"
0.699029126213592,0.62192118226601,0.0357142857142857,0.229591836734694,0.420454545454545,0.392857142857143,0.392857142857143,0.917431192660551,0.141304347826087,0.722222222222222,0.407079646017699,0.428571428571429,0.330275229357798,0.424242424242424,0.12,0.12,0.261410788381743,0.202083333333333,0.560975609756098,0.40625,0.333333333333333,0.834862385321101,"0"
0.747572815533981,0.157635467980296,0.0306122448979592,0.170918367346939,0.420454545454545,0.357142857142857,0.357142857142857,1,0.0217391304347826,0.888888888888889,0.415929203539823,0.464285714285714,0.211009174311927,0.0606060606060606,0.133333333333333,0.133333333333333,0.178423236514523,0.0541666666666667,0.48780487804878,0.34375,0.407407407407407,0.678899082568807,"0"
0.718446601941748,0.0640394088669951,0.0280612244897959,0.0892857142857143,0.272727272727273,0.357142857142857,0.357142857142857,1,0.0217391304347826,0.888888888888889,0.230088495575221,0.392857142857143,0.311926605504587,0.272727272727273,0.173333333333333,0.173333333333333,0.16597510373444,0.191666666666667,0.341463414634146,0.3125,0.333333333333333,0.770642201834862,"0"
0.766990291262136,0.0911330049261084,0.0306122448979592,0.0943877551020408,0.193181818181818,0.321428571428571,0.321428571428571,1,0.0217391304347826,0.888888888888889,0.150442477876106,0.392857142857143,0.201834862385321,0.303030303030303,0.146666666666667,0.146666666666667,0.174273858921162,0.00208333333333333,0.341463414634146,0.3125,0.407407407407407,0.770642201834862,"0"
0.689320388349515,0.179802955665025,0.038265306122449,0.158163265306122,0.375,0.392857142857143,0.321428571428571,0.862385321100917,0.25,0.833333333333333,0.31858407079646,0.571428571428571,0.623853211009174,0.272727272727273,0.146666666666667,0.12,0.149377593360996,0.202083333333333,0.341463414634146,0.46875,0.333333333333333,0.807339449541284,"0"
0.815533980582524,0.481527093596059,0.125,0.336734693877551,0.25,0.321428571428571,0.321428571428571,0.926605504587156,0.358695652173913,0.833333333333333,0.194690265486726,0.321428571428571,0.155963302752294,0.0303030303030303,0.12,0.12,0.16597510373444,0.00208333333333333,0.317073170731707,0.03125,0.37037037037037,0.697247706422018,"0"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
0.611650485436893,0.155172413793103,0.0408163265306122,0.183673469387755,0.306818181818182,0.392857142857143,0.357142857142857,0.788990825688073,0.130434782608696,0.722222222222222,0.283185840707965,0.357142857142857,0.458715596330275,0.272727272727273,0.12,0.12,0.145228215767635,0.2125,0.292682926829268,0.34375,0.37037037037037,0.541284403669725,"0"
0.815533980582524,0.380541871921182,0.0586734693877551,0.339285714285714,0.352272727272727,0.321428571428571,0.321428571428571,1,0.0217391304347826,0.888888888888889,0.283185840707965,0.321428571428571,0.440366972477064,0.272727272727273,0.12,0.12,0.273858921161826,0.00208333333333333,0.317073170731707,0.3125,0.37037037037037,1,"0"
0.689320388349515,0.264778325123153,0.038265306122449,0.160714285714286,0.488636363636364,0.357142857142857,0.357142857142857,1,0.0217391304347826,0.833333333333333,0.398230088495575,0.5,0.513761467889908,0.272727272727273,0.133333333333333,0.133333333333333,0.16597510373444,0.1875,0.292682926829268,0.40625,0.37037037037037,0.577981651376147,"0"
0.951456310679612,0.130541871921182,0.270408163265306,0.270408163265306,0.113636363636364,0.321428571428571,0.321428571428571,1,0.0217391304347826,0.888888888888889,0.0884955752212389,0.321428571428571,0.0825688073394495,0.0303030303030303,0.12,0.12,0.045643153526971,0.00208333333333333,0.24390243902439,0.03125,0.333333333333333,1,"0"
0.650485436893204,0.242610837438424,0.0357142857142857,0.23469387755102,0.193181818181818,0.321428571428571,0.321428571428571,0.669724770642202,0.119565217391304,0.722222222222222,0.176991150442478,0.428571428571429,0.165137614678899,0.272727272727273,0.133333333333333,0.133333333333333,0.282157676348548,0.00208333333333333,0.341463414634146,0.3125,0.37037037037037,0.889908256880734,"0"
0.689320388349515,0.105911330049261,0.0306122448979592,0.0994897959183673,0.397727272727273,0.321428571428571,0.321428571428571,1,0.0217391304347826,0.888888888888889,0.309734513274336,0.392857142857143,0.651376146788991,0.272727272727273,0.226666666666667,0.226666666666667,0.253112033195021,0.195833333333333,0.341463414634146,0.78125,0.407407407407407,0.954128440366973,"0"
0.699029126213592,0.103448275862069,0.0510204081632653,0.150510204081633,0.454545454545455,0.357142857142857,0.321428571428571,0.972477064220184,0.282608695652174,0.833333333333333,0.36283185840708,0.357142857142857,0.284403669724771,0.0606060606060606,0.146666666666667,0.146666666666667,0.112033195020747,0.00208333333333333,0.439024390243902,0.3125,0.37037037037037,0.715596330275229,"0"
0.912621359223301,0.295566502463054,0.0331632653061225,0.219387755102041,0.261363636363636,0.357142857142857,0.321428571428571,0.935779816513762,0.826086956521739,0.833333333333333,0.212389380530973,0.357142857142857,0.26605504587156,0.272727272727273,0.12,0.12,0.037344398340249,0.141666666666667,0.24390243902439,0.3125,0.333333333333333,0.431192660550459,"0"
0.902912621359223,0.185960591133005,0.0663265306122449,0.188775510204082,0.238636363636364,0.321428571428571,0.321428571428571,1,0.0217391304347826,0.888888888888889,0.194690265486726,0.321428571428571,0.467889908256881,0.0606060606060606,0.12,0.12,0.107883817427386,0.00208333333333333,0.268292682926829,0.34375,0.333333333333333,0.605504587155963,"0"
0.796116504854369,0.136699507389163,0.0255102040816327,0.147959183673469,0.340909090909091,0.321428571428571,0.321428571428571,0.954128440366973,0.0108695652173913,0.833333333333333,0.274336283185841,0.428571428571429,0.330275229357798,0.0606060606060606,0.12,0.12,0.0995850622406639,0.114583333333333,0.268292682926829,0.375,0.333333333333333,0.63302752293578,"0"
0.669902912621359,0.199507389162562,0.0306122448979592,0.206632653061224,0.261363636363636,0.357142857142857,0.357142857142857,0.596330275229358,0.184782608695652,0.722222222222222,0.221238938053097,0.357142857142857,0.36697247706422,0.515151515151515,0.12,0.12,0.174273858921162,0.00208333333333333,0.317073170731707,0.3125,0.407407407407407,0.73394495412844,"0"
0.660194174757282,0.182266009852217,0.038265306122449,0.165816326530612,0.272727272727273,0.321428571428571,0.321428571428571,0.935779816513762,0.130434782608696,0.722222222222222,0.212389380530973,0.357142857142857,0.568807339449541,0.272727272727273,0.133333333333333,0.133333333333333,0.369294605809129,0.114583333333333,0.341463414634146,0.34375,0.407407407407407,1,"0"
0.747572815533981,0.263546798029557,0.0535714285714286,0.313775510204082,0.420454545454545,0.321428571428571,0.321428571428571,1,0.0217391304347826,0.888888888888889,0.336283185840708,0.321428571428571,0.18348623853211,0.333333333333333,0.133333333333333,0.133333333333333,0.298755186721992,0.00208333333333333,0.341463414634146,0.34375,0.444444444444444,0.798165137614679,"0"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
0.679611650485437,0.277093596059113,0.0280612244897959,0.178571428571429,0.363636363636364,0.464285714285714,0.464285714285714,0.963302752293578,0.847826086956522,0.833333333333333,0.309734513274336,0.464285714285714,0.275229357798165,0.272727272727273,0.146666666666667,0.146666666666667,0.215767634854772,0.225,0.48780487804878,0.375,0.407407407407407,0.724770642201835,"0"
0.640776699029126,0.179802955665025,0.0306122448979592,0.165816326530612,0.284090909090909,0.357142857142857,0.357142857142857,0.73394495412844,0.282608695652174,0.833333333333333,0.238938053097345,0.392857142857143,0.458715596330275,0.272727272727273,0.12,0.12,0.37344398340249,0.225,0.341463414634146,0.375,0.37037037037037,0.899082568807339,"0"
0.864077669902913,0.195812807881773,0.0280612244897959,0.186224489795918,0.306818181818182,0.321428571428571,0.321428571428571,0.954128440366973,0.304347826086957,0.833333333333333,0.247787610619469,0.392857142857143,0.706422018348624,0.545454545454545,0.12,0.12,0.0705394190871369,0.208333333333333,0.24390243902439,0.34375,0.333333333333333,0.541284403669725,"0"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
0.737864077669903,0.283251231527094,0.0459183673469388,0.193877551020408,0.431818181818182,0.357142857142857,0.357142857142857,0.972477064220184,0.673913043478261,0.833333333333333,0.353982300884956,0.392857142857143,0.330275229357798,0.545454545454545,0.12,0.12,0.236514522821577,0.0854166666666667,0.463414634146341,0.34375,0.444444444444444,0.825688073394495,"0"
0.621359223300971,0.3435960591133,0.0357142857142857,0.25,0.329545454545455,0.321428571428571,0.321428571428571,0.779816513761468,0.0978260869565217,0.722222222222222,0.265486725663717,0.392857142857143,0.211009174311927,0.272727272727273,0.146666666666667,0.146666666666667,0.24896265560166,0.00208333333333333,0.48780487804878,0.3125,0.407407407407407,0.871559633027523,"0"
0.611650485436893,0.246305418719212,0.0357142857142857,0.25,0.227272727272727,0.535714285714286,0.464285714285714,0.752293577981651,0.33695652173913,0.5,0.20353982300885,0.428571428571429,0.44954128440367,0.393939393939394,0.133333333333333,0.133333333333333,0.0995850622406639,0.170833333333333,0.268292682926829,0.3125,0.333333333333333,0.770642201834862,"0"
0.757281553398058,0.083743842364532,0.048469387755102,0.13265306122449,0.215909090909091,0.392857142857143,0.392857142857143,0.770642201834862,0.445652173913043,0.833333333333333,0.185840707964602,0.357142857142857,0.541284403669725,0.272727272727273,0.12,0.12,0.112033195020747,0.1875,0.24390243902439,0.34375,0.333333333333333,0.770642201834862,"0"
